"Date","Time","33 KV Rajendrapur Incommer","33 KV Joydebpur Incommer","T-1 Transformer","T-2 Transformer","T-3 Transformer","T-4 Transformer","11 KV T1 Transformer Incommer","11 KV T2 Transformer Incommer","11 KV T3 Transformer Incommer","11 KV T4 Transformer Incommer","Power (MW)","Supply (MW)","Demand (MW)"
"14-08-2021","12:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 60; Y-Phase: 60; B-Phase: 60; MW: 3","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","17","19.5"
"14-08-2021","13:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","20","20"
"14-08-2021","14:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","20.5","20.5"
"14-08-2021","15:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 130; Y-Phase: 130; B-Phase: 130; MW: 6.5","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 126; Y-Phase: 126; B-Phase: 126; MW: 6.4","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.3","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","22.5","22.5"
"14-08-2021","16:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","","",""
"14-08-2021","17:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 138; Y-Phase: 138; B-Phase: 138; MW: 6.9","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 3.6","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.6","R-Phase: 82; Y-Phase: 82; B-Phase: 82; MW: 4.1","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.2","19.2"
"14-08-2021","18:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.4","R-Phase: 66; Y-Phase: 66; B-Phase: 66; MW: 3.4","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.3","18.3"
"14-08-2021","19:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 126; Y-Phase: 126; B-Phase: 126; MW: 6.4","R-Phase: 118; Y-Phase: 118; B-Phase: 118; MW: 5.9","R-Phase: 126; Y-Phase: 126; B-Phase: 126; MW: 6.3","R-Phase: 30; Y-Phase: 30; B-Phase: 30; MW: 1.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","20.1","20.1"
"14-08-2021","19:30:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 60; Y-Phase: 60; B-Phase: 60; MW: 3","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 78; Y-Phase: 78; B-Phase: 78; MW: 3.9","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.2","18.2"
"14-08-2021","20:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 60; Y-Phase: 60; B-Phase: 60; MW: 3","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 78; Y-Phase: 78; B-Phase: 78; MW: 3.9","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.2","18.2"
"14-08-2021","21:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 130; Y-Phase: 130; B-Phase: 130; MW: 6.5","R-Phase: 50; Y-Phase: 50; B-Phase: 50; MW: 2.5","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.5","19.5"
"14-08-2021","22:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 66; Y-Phase: 66; B-Phase: 66; MW: 3.3","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.3","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.1","19.1"
"14-08-2021","23:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 124; Y-Phase: 124; B-Phase: 124; MW: 6.2","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 96; Y-Phase: 96; B-Phase: 96; MW: 4.7","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","21.9","21.9"
"15-08-2021","00:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 132; Y-Phase: 132; B-Phase: 132; MW: 6.6","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","22.3","22.3"
"15-08-2021","01:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 130; Y-Phase: 130; B-Phase: 130; MW: 6.5","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.7","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","22.2","22.2"
"15-08-2021","02:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 125; Y-Phase: 125; B-Phase: 125; MW: 6.2","R-Phase: 88; Y-Phase: 88; B-Phase: 88; MW: 4.4","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 94; Y-Phase: 94; B-Phase: 94; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","21.6","21.6"
"15-08-2021","03:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","20","20"
"15-08-2021","04:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.1","18.1"
"15-08-2021","05:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.1","18.1"
"15-08-2021","06:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.6","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 4.2","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18","18"
"15-08-2021","07:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.6","R-Phase: 84; Y-Phase: 84; B-Phase: 84; MW: 4.2","R-Phase: 72; Y-Phase: 72; B-Phase: 72; MW: 3.6","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","17.4","17.4"
"15-08-2021","08:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","17","17"
"15-08-2021","09:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18","18"
"15-08-2021","10:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.5","18.5"
"15-08-2021","11:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.5","18.5"
"15-08-2021","12:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 110; Y-Phase: 110; B-Phase: 110; MW: 5.5","R-Phase: 90; Y-Phase: 90; B-Phase: 90; MW: 4.5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.5","18.5"
"15-08-2021","13:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19","19"
"15-08-2021","14:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 70; Y-Phase: 70; B-Phase: 70; MW: 3.5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","18.5","18.5"
"15-08-2021","15:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.5","18"
"15-08-2021","16:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.5","19.5"
"15-08-2021","17:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 102; Y-Phase: 102; B-Phase: 102; MW: 5.1","R-Phase: 80; Y-Phase: 80; B-Phase: 80; MW: 4","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.5","19.5"
"15-08-2021","18:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 98; Y-Phase: 98; B-Phase: 98; MW: 4.9","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.3","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.9","19.9"
"15-08-2021","19:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 98; Y-Phase: 98; B-Phase: 98; MW: 4.5","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.3","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.9","19.9"
"15-08-2021","19:30:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 98; Y-Phase: 98; B-Phase: 98; MW: 4.5","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.3","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.9","19.9"
"15-08-2021","20:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 98; Y-Phase: 98; B-Phase: 98; MW: 4.5","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.3","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.9","19.9"
"15-08-2021","21:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 98; Y-Phase: 98; B-Phase: 98; MW: 4.5","R-Phase: 86; Y-Phase: 86; B-Phase: 86; MW: 4.3","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","19.9","19.9"
"15-08-2021","22:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 124; Y-Phase: 124; B-Phase: 124; MW: 6.2","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","21","21"
"15-08-2021","23:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 124; Y-Phase: 124; B-Phase: 124; MW: 6.2","R-Phase: 116; Y-Phase: 116; B-Phase: 116; MW: 5.8","R-Phase: 106; Y-Phase: 106; B-Phase: 106; MW: 5.3","R-Phase: 92; Y-Phase: 92; B-Phase: 92; MW: 4.6","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","21","21"
"16-08-2021","00:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 105; Y-Phase: 105; B-Phase: 105; MW: 5.2","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","21.2","21.2"
"16-08-2021","01:00:00","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: 120; Y-Phase: 120; B-Phase: 120; MW: 6","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: 105; Y-Phase: 105; B-Phase: 105; MW: 5.2","R-Phase: 100; Y-Phase: 100; B-Phase: 100; MW: 5","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","R-Phase: ; Y-Phase: ; B-Phase: ; MW: ","25","21.2","21.5"
